State,District,Abbv,CD#,2018 Cook PVI Score,2018 Winner,Party,Dem Votes,GOP Votes,Other Votes,Total Votes,Dem_races,GOP_races,All_minus_Dem,All_minus_GOP,FMargin,Dem_perc,GOP_perc,Other_perc,DemMargin_perc,2016ClintonMargin_perc,Swing_vs_2016_Prez_perc,2016 Total Votes Cast,RawVotes_vs_2016_perc
North Carolina,NC-8,NC,8,R+8,Richard Hudson,R,114119,141402,0,255521,FALSE,TRUE,27283,-27283,7666,0.4466,0.5534,0.0000,-0.1068,-0.1480,0.0412,334724.0000,0.7634
Arizona,AZ-8,AZ,8,R+13,Debbie Lesko,R,135569,168835,13,304417,FALSE,TRUE,33279,-33253,9133,0.4453,0.5546,0.0000,-0.1093,-0.2080,0.0987,332767.0000,0.9148
Wisconsin,WI-6,WI,6,R+8,Glenn Grothman,R,144536,180311,0,324847,FALSE,TRUE,35775,-35775,9745,0.4449,0.5551,0.0000,-0.1101,-0.1660,0.0559,371109.0000,0.8753
Texas,TX-3,TX,3,R+13,Van Taylor,R,138234,169520,4757,312511,FALSE,TRUE,36043,-26529,9375,0.4423,0.5424,0.0152,-0.1001,-0.1390,0.0389,324304.0000,0.9636
Florida,FL-6,FL,6,R+7,Michael Waltz,R,145758,187891,0,333649,FALSE,TRUE,42133,-42133,10009,0.4369,0.5631,0.0000,-0.1263,-0.1700,0.0437,379798.0000,0.8785
Michigan,MI-1,MI,1,R+9,Jack Bergman,R,145246,187251,0,332497,FALSE,TRUE,42005,-42005,9975,0.4368,0.5632,0.0000,-0.1263,-0.2130,0.0867,364608.0000,0.9119
West Virginia,WV-3,WV,3,R+23,Carol Miller,R,76340,98645,0,174985,FALSE,TRUE,22305,-22305,5250,0.4363,0.5637,0.0000,-0.1275,-0.4930,0.3655,218890.0000,0.7994
Colorado,CO-3,CO,3,R+6,Scott Tipton,R,146426,173205,16570,336201,FALSE,TRUE,43349,-10209,10086,0.4355,0.5152,0.0493,-0.0797,-0.1190,0.0393,377176.0000,0.8914
Indiana,IN-9,IN,9,R+13,Trey Hollingsworth,R,118090,153271,0,271361,FALSE,TRUE,35181,-35181,8141,0.4352,0.5648,0.0000,-0.1296,-0.2680,0.1384,326098.0000,0.8321
California,CA-42,CA,42,R+9,Ken Calvert,R,100892,131040,0,231932,FALSE,TRUE,30148,-30148,6958,0.4350,0.5650,0.0000,-0.1300,-0.1200,-0.0100,268305.0000,0.8644
North Carolina,NC-6,NC,6,R+9,Mark Walker,R,123651,160709,0,284360,FALSE,TRUE,37058,-37058,8531,0.4348,0.5652,0.0000,-0.1303,-0.1460,0.0157,362448.0000,0.7846
Ohio,OH-16,OH,16,R+8,Anthony Gonzalez,R,129681,170029,0,299710,FALSE,TRUE,40348,-40348,8991,0.4327,0.5673,0.0000,-0.1346,-0.1660,0.0314,369434.0000,0.8113
Indiana,IN-5,IN,5,R+9,Susan Brooks,R,137142,180035,0,317177,FALSE,TRUE,42893,-42893,9515,0.4324,0.5676,0.0000,-0.1352,-0.1170,-0.0182,366635.0000,0.8651
Michigan,MI-3,MI,3,R+6,Justin Amash,R,134185,169107,7448,310740,FALSE,TRUE,42370,-27474,9322,0.4318,0.5442,0.0240,-0.1124,-0.0940,-0.0184,349707.0000,0.8886
New Jersey,NJ-4,NJ,4,R+8,Chris Smith,R,126766,163065,4517,294348,FALSE,TRUE,40816,-31782,8830,0.4307,0.5540,0.0153,-0.1233,-0.1480,0.0247,356593.0000,0.8254
West Virginia,WV-2,WV,2,R+17,Alex Mooney,R,88011,110504,6277,204792,FALSE,TRUE,28770,-16216,6144,0.4298,0.5396,0.0307,-0.1098,-0.3640,0.2542,250267.0000,0.8183
Michigan,MI-2,MI,2,R+9,Bill Huizenga,R,131254,168970,5239,305463,FALSE,TRUE,42955,-32477,9164,0.4297,0.5532,0.0172,-0.1235,-0.1730,0.0495,350571.0000,0.8713
North Carolina,NC-5,NC,5,R+10,Virginia Foxx,R,120468,159917,0,280385,FALSE,TRUE,39449,-39449,8412,0.4297,0.5703,0.0000,-0.1407,-0.1730,0.0323,362862.0000,0.7727
North Carolina,NC-7,NC,7,R+9,David Rouzer,R,120838,156809,4665,282312,FALSE,TRUE,40636,-31306,8469,0.4280,0.5554,0.0165,-0.1274,-0.1770,0.0496,361079.0000,0.7819
South Carolina,SC-2,SC,2,R+12,Joe Wilson,R,109199,144642,3298,257139,FALSE,TRUE,38741,-32145,7714,0.4247,0.5625,0.0128,-0.1378,-0.1860,0.0482,311355.0000,0.8259
New York,NY-21,NY,21,R+4,Elise Stefanik,R,99791,131981,3437,235209,FALSE,TRUE,35627,-28753,7056,0.4243,0.5611,0.0146,-0.1369,-0.1370,0.0001,283447.0000,0.8298
Florida,FL-3,FL,3,R+9,Ted Yoho,R,129880,176616,0,306496,FALSE,TRUE,46736,-46736,9195,0.4238,0.5762,0.0000,-0.1525,-0.1600,0.0075,351688.0000,0.8715
Wisconsin,WI-1,WI,1,R+5,Bryan Steil ,R,137508,177492,10013,325013,FALSE,TRUE,49997,-29971,9750,0.4231,0.5461,0.0308,-0.1230,-0.1030,-0.0200,359815.0000,0.9033
Georgia,GA-1,GA,1,R+9,Buddy Carter,R,105942,144741,0,250683,FALSE,TRUE,38799,-38799,7520,0.4226,0.5774,0.0000,-0.1548,-0.1550,0.0002,269568.0000,0.9299
Ohio,OH-10,OH,10,R+4,Mike Turner,R,118785,157554,5387,281726,FALSE,TRUE,44156,-33382,8452,0.4216,0.5592,0.0191,-0.1376,-0.0720,-0.0656,350299.0000,0.8042
Pennsylvania,PA-14,PA,14,R+14,Guy Reschenthaler,R,110051,151386,0,261437,FALSE,TRUE,41335,-41335,7843,0.4209,0.5791,0.0000,-0.1581,-0.2900,0.1319,333028.0000,0.7850
Nevada,NV-2,NV,2,R+7,Mark Amodei,R,120102,167435,0,287537,FALSE,TRUE,47333,-47333,8626,0.4177,0.5823,0.0000,-0.1646,-0.1240,-0.0406,326011.0000,0.8820
South Carolina,SC-5,SC,5,R+9,Ralph Norman,R,103129,141757,3693,248579,FALSE,TRUE,42321,-34935,7457,0.4149,0.5703,0.0149,-0.1554,-0.1850,0.0296,306561.0000,0.8109
Texas,TX-17,TX,17,R+12,Bill Flores,R,98070,134841,4440,237351,FALSE,TRUE,41211,-32331,7121,0.4132,0.5681,0.0187,-0.1549,-0.1730,0.0181,250189.0000,0.9487
Ohio,OH-7,OH,7,R+12,Bob Gibbs,R,107536,153117,0,260653,FALSE,TRUE,45581,-45581,7820,0.4126,0.5874,0.0000,-0.1749,-0.2960,0.1211,329676.0000,0.7906
Ohio,OH-2,OH,2,R+9,Brad Wenstrup,R,119333,166714,3614,289661,FALSE,TRUE,50995,-43767,8690,0.4120,0.5755,0.0125,-0.1636,-0.1600,-0.0036,355991.0000,0.8137
Pennsylvania,PA-11,PA,11,R+14,Lloyd Smucker,R,113876,163708,0,277584,FALSE,TRUE,49832,-49832,8328,0.4102,0.5898,0.0000,-0.1795,-0.2580,0.0785,332899.0000,0.8338
Illinois,IL-16,IL,16,R+8,Adam Kinzinger,R,104569,151254,2,255825,FALSE,TRUE,46687,-46683,7675,0.4088,0.5912,0.0000,-0.1825,-0.1710,-0.0115,318212.0000,0.8039
North Carolina,NC-10,NC,10,R+12,Patrick McHenry,R,113259,164969,0,278228,FALSE,TRUE,51710,-51710,8347,0.4071,0.5929,0.0000,-0.1859,-0.2400,0.0541,361149.0000,0.7704
Oklahoma,OK-1,OK,1,R+17,Kevin Hern,R,103042,150129,0,253171,FALSE,TRUE,47087,-47087,7595,0.4070,0.5930,0.0000,-0.1860,-0.2880,0.1020,311506.0000,0.8127
Arizona,AZ-5,AZ,5,R+15,Andy Biggs,R,127027,186037,0,313064,FALSE,TRUE,59010,-59010,9392,0.4058,0.5942,0.0000,-0.1885,-0.2050,0.0165,341437.0000,0.9169
Kansas,KS-4,KS,4,R+15,Ron Estes,R,98445,144248,0,242693,FALSE,TRUE,45803,-45803,7281,0.4056,0.5944,0.0000,-0.1887,-0.2700,0.0813,276300.0000,0.8784
Georgia,GA-12,GA,12,R+9,Rick Allen,R,101503,148986,3,250492,FALSE,TRUE,47486,-47480,7515,0.4052,0.5948,0.0000,-0.1896,-0.1620,-0.0276,267675.0000,0.9358
South Carolina,SC-7,SC,7,R+9,Tom Rice,R,96564,142681,309,239554,FALSE,TRUE,46426,-45808,7187,0.4031,0.5956,0.0013,-0.1925,-0.1870,-0.0055,299421.0000,0.8001
Pennsylvania,PA-9,PA,9,R+14,Dan Meuser,R,100204,148723,0,248927,FALSE,TRUE,48519,-48519,7468,0.4025,0.5975,0.0000,-0.1949,-0.3400,0.1451,315463.0000,0.7891
Virginia,VA-6,VA,6,R+13,Ben Cline,R,113133,167957,287,281377,FALSE,TRUE,55111,-54537,8441,0.4021,0.5969,0.0010,-0.1948,-0.2460,0.0512,347830.0000,0.8089
Ohio,OH-15,OH,15,R+7,Steve Stivers,R,116112,170593,5738,292443,FALSE,TRUE,60219,-48743,8773,0.3970,0.5833,0.0196,-0.1863,-0.1560,-0.0303,356990.0000,0.8192
Florida,FL-12,FL,12,R+8,Gus Bilirakis,R,132844,194564,7510,334918,FALSE,TRUE,69230,-54210,10048,0.3966,0.5809,0.0224,-0.1843,-0.1860,0.0017,380363.0000,0.8805
Nebraska,NE-1,NE,1,R+11,Jeff Fortenberry,R,93069,141712,0,234781,FALSE,TRUE,48643,-48643,7043,0.3964,0.6036,0.0000,-0.2072,-0.2070,-0.0002,282363.0000,0.8315
Florida,FL-25,FL,25,R+4,Mario Diaz-Balart,R,84173,128672,0,212845,FALSE,TRUE,44499,-44499,6385,0.3955,0.6045,0.0000,-0.2091,-0.0190,-0.1901,263235.0000,0.8086
Florida,FL-8,FL,8,R+11,Bill Posey,R,142415,218112,0,360527,FALSE,TRUE,75697,-75697,10816,0.3950,0.6050,0.0000,-0.2100,-0.2070,-0.0030,401911.0000,0.8970
Oregon,OR-2,OR,2,R+11,Greg Walden,R,145298,207597,15814,368709,FALSE,TRUE,78113,-46485,11061,0.3941,0.5630,0.0429,-0.1690,-0.1940,0.0250,394121.0000,0.9355
Colorado,CO-4,CO,4,R+13,Ken Buck,R,145544,224038,39,369621,FALSE,TRUE,78533,-78455,11089,0.3938,0.6061,0.0001,-0.2124,-0.2320,0.0196,402203.0000,0.9190
Idaho,ID-2,ID,2,R+17,Mike Simpson,R,110381,170274,0,280655,FALSE,TRUE,59893,-59893,8420,0.3933,0.6067,0.0000,-0.2134,-0.2470,0.0336,330594.0000,0.8489
Texas,TX-14,TX,14,R+12,Randy Weber,R,92212,138942,3374,234528,FALSE,TRUE,50104,-43356,7036,0.3932,0.5924,0.0144,-0.1993,-0.1970,-0.0023,264338.0000,0.8872
Colorado,CO-5,CO,5,R+14,Doug Lamborn,R,126848,184002,11866,322716,FALSE,TRUE,69020,-45288,9681,0.3931,0.5702,0.0368,-0.1771,-0.2390,0.0619,371829.0000,0.8679
Texas,TX-26,TX,26,R+18,Michael Burgess,R,121938,185551,5016,312505,FALSE,TRUE,68629,-58597,9375,0.3902,0.5938,0.0161,-0.2036,-0.2620,0.0584,322035.0000,0.9704
Utah,UT-2,UT,2,R+16,Chris Stewart,R,105051,151489,13504,270044,FALSE,TRUE,59942,-32934,8101,0.3890,0.5610,0.0500,-0.1720,-0.1400,-0.0320,283693.0000,0.9519
Alabama,AL-5,AL,5,R+18,Mo Brooks,R,101388,159063,222,260673,FALSE,TRUE,57897,-57453,7820,0.3889,0.6102,0.0009,-0.2213,-0.3290,0.1077,314679.0000,0.8284
North Carolina,NC-11,NC,11,R+14,Mark Meadows,R,116508,178012,6146,300666,FALSE,TRUE,67650,-55358,9020,0.3875,0.5921,0.0204,-0.2046,-0.2910,0.0864,368712.0000,0.8154
Minnesota,MN-6,MN,6,R+12,Tom Emmer,R,122332,192931,463,315726,FALSE,TRUE,71062,-70136,9472,0.3875,0.6111,0.0015,-0.2236,-0.2550,0.0314,373920.0000,0.8444
Wisconsin,WI-7,WI,7,R+8,Sean Duffy,R,124307,194061,4419,322787,FALSE,TRUE,74173,-65335,9684,0.3851,0.6012,0.0137,-0.2161,-0.2030,-0.0131,373201.0000,0.8649
Alabama,AL-2,AL,2,R+16,Martha Roby,R,86931,138879,420,226230,FALSE,TRUE,52368,-51528,6787,0.3843,0.6139,0.0019,-0.2296,-0.3170,0.0874,287564.0000,0.7867
Georgia,GA-11,GA,11,R+17,Barry Loudermilk,R,118653,191887,0,310540,FALSE,TRUE,73234,-73234,9316,0.3821,0.6179,0.0000,-0.2358,-0.2510,0.0152,329312.0000,0.9430
Maryland,MD-1,MD,1,R+14,Andy Harris,R,116631,183662,5893,306186,FALSE,TRUE,72924,-61138,9186,0.3809,0.5998,0.0192,-0.2189,-0.2510,0.0321,367987.0000,0.8321
Wisconsin,WI-5,WI,5,R+13,Jim Sensenbrenner,R,138385,225619,1,364005,FALSE,TRUE,87235,-87233,10920,0.3802,0.6198,0.0000,-0.2397,-0.1980,-0.0417,405647.0000,0.8973
Florida,FL-17,FL,17,R+13,Greg Steube,R,117194,193326,0,310520,FALSE,TRUE,76132,-76132,9316,0.3774,0.6226,0.0000,-0.2452,-0.2720,0.0268,353861.0000,0.8775
Florida,FL-19,FL,19,R+13,Francis Rooney,R,128106,211465,36,339607,FALSE,TRUE,83395,-83323,10188,0.3772,0.6227,0.0001,-0.2455,-0.2210,-0.0245,381184.0000,0.8909
Texas,TX-5,TX,5,R+16,Lance Gooden,R,78666,130617,224,209507,FALSE,TRUE,52175,-51727,6285,0.3755,0.6234,0.0011,-0.2480,-0.2830,0.0350,233340.0000,0.8979
Michigan,MI-4,MI,4,R+10,John Moolenaar,R,106540,178510,0,285050,FALSE,TRUE,71970,-71970,8552,0.3738,0.6262,0.0000,-0.2525,-0.2480,-0.0045,328832.0000,0.8669
Washington,WA-4,WA,4,R+13,Dan Newhouse,R,83785,141551,0,225336,FALSE,TRUE,57766,-57766,6760,0.3718,0.6282,0.0000,-0.2564,-0.2290,-0.0274,242666.0000,0.9286
Georgia,GA-10,GA,10,R+15,Jody Hice,R,112339,190396,0,302735,FALSE,TRUE,78057,-78057,9082,0.3711,0.6289,0.0000,-0.2578,-0.2550,-0.0028,315073.0000,0.9608
Alabama,AL-1,AL,1,R+15,Bradley Byrne,R,89226,153228,163,242617,FALSE,TRUE,64165,-63839,7279,0.3678,0.6316,0.0007,-0.2638,-0.2920,0.0282,305780.0000,0.7934
Mississippi,MS-3,MS,3,R+13,Michael Guest,R,94461,160284,2526,257271,FALSE,TRUE,68349,-63297,7718,0.3672,0.6230,0.0098,-0.2559,-0.2450,-0.0109,323862.0000,0.7944
Texas,TX-27,TX,27,R+13,Michael Cloud,R,75929,125118,6374,207421,FALSE,TRUE,55563,-42815,6223,0.3661,0.6032,0.0307,-0.2371,-0.2340,-0.0031,235405.0000,0.8811
South Carolina,SC-4,SC,4,R+15,William Timmons,R,89182,145321,9447,243950,FALSE,TRUE,65586,-46692,7319,0.3656,0.5957,0.0387,-0.2301,-0.2560,0.0259,303659.0000,0.8034
Wisconsin,WI-8,WI,8,R+7,Mike Gallagher,R,119265,209410,0,328675,FALSE,TRUE,90145,-90145,9860,0.3629,0.6371,0.0000,-0.2743,-0.1740,-0.1003,372434.0000,0.8825
California,CA-23,CA,23,R+14,Kevin McCarthy,R,74661,131113,0,205774,FALSE,TRUE,56452,-56452,6173,0.3628,0.6372,0.0000,-0.2743,-0.2190,-0.0553,246632.0000,0.8343
Alabama,AL-3,AL,3,R+16,Mike Rogers,R,83996,147770,149,231915,FALSE,TRUE,63923,-63625,6957,0.3622,0.6372,0.0006,-0.2750,-0.3300,0.0550,291243.0000,0.7963
South Dakota,SD-AL,SD,AL,R+14,Dusty Johnson,R,121033,202695,12237,335965,FALSE,TRUE,93899,-69425,10079,0.3603,0.6033,0.0364,-0.2431,-0.2980,0.0549,370093.0000,0.9078
Indiana,IN-4,IN,4,R+17,Jim Baird,R,87824,156539,0,244363,FALSE,TRUE,68715,-68715,7331,0.3594,0.6406,0.0000,-0.2812,-0.3390,0.0578,304049.0000,0.8037
North Dakota,ND-AL,ND,AL,R+16,Kelly Armstrong,R,114377,193568,13587,321532,FALSE,TRUE,92778,-65604,9646,0.3557,0.6020,0.0423,-0.2463,-0.3570,0.1107,344360.0000,0.9337
Indiana,IN-8,IN,8,R+15,Larry Bucshon,R,86895,157396,0,244291,FALSE,TRUE,70501,-70501,7329,0.3557,0.6443,0.0000,-0.2886,-0.3360,0.0474,301334.0000,0.8107
West Virginia,WV-1,WV,1,R+19,David McKinley,R,70217,127997,0,198214,FALSE,TRUE,57780,-57780,5946,0.3542,0.6458,0.0000,-0.2915,-0.4160,0.1245,243894.0000,0.8127
Indiana,IN-3,IN,3,R+18,Jim Banks,R,86610,158927,0,245537,FALSE,TRUE,72317,-72317,7366,0.3527,0.6473,0.0000,-0.2945,-0.3480,0.0535,292911.0000,0.8383
Ohio,OH-5,OH,5,R+11,Bob Latta,R,99655,176569,7393,283617,FALSE,TRUE,84307,-69521,8509,0.3514,0.6226,0.0261,-0.2712,-0.2490,-0.0222,361856.0000,0.7838
Michigan,MI-10,MI,10,R+13,Paul Mitchell,R,106061,182808,14195,303064,FALSE,TRUE,90942,-62552,9092,0.3500,0.6032,0.0468,-0.2532,-0.3220,0.0688,357907.0000,0.8468
Florida,FL-11,FL,11,R+15,Dan Webster,R,128053,239395,58,367506,FALSE,TRUE,111400,-111284,11025,0.3484,0.6514,0.0002,-0.3030,-0.3230,0.0200,411005.0000,0.8942
Virginia,VA-9,VA,9,R+19,Morgan Griffith,R,85833,160933,214,246980,FALSE,TRUE,75314,-74886,7409,0.3475,0.6516,0.0009,-0.3041,-0.4130,0.1089,318350.0000,0.7758
Ohio,OH-4,OH,4,R+14,Jim Jordan,R,89412,167993,0,257405,FALSE,TRUE,78581,-78581,7722,0.3474,0.6526,0.0000,-0.3053,-0.3340,0.0287,326550.0000,0.7883
Kentucky,KY-4,KY,4,R+18,Thomas Massie,R,90536,162946,8330,261812,FALSE,TRUE,80740,-64080,7854,0.3458,0.6224,0.0318,-0.2766,-0.3590,0.0824,337433.0000,0.7759
Tennessee,TN-3,TN,3,R+18,Chuck Fleischmann,R,84731,156512,4522,245765,FALSE,TRUE,76303,-67259,7373,0.3448,0.6368,0.0184,-0.2921,-0.3500,0.0579,278072.0000,0.8838
Georgia,GA-3,GA,3,R+18,Drew Ferguson,R,101010,191996,0,293006,FALSE,TRUE,90986,-90986,8790,0.3447,0.6553,0.0000,-0.3105,-0.3160,0.0055,311864.0000,0.9395
Pennsylvania,PA-12,PA,12,R+17,Tom Marino,R,82825,161047,0,243872,FALSE,TRUE,78222,-78222,7316,0.3396,0.6604,0.0000,-0.3208,-0.3650,0.0442,306841.0000,0.7948
Texas,TX-12,TX,12,R+18,Kay Granger,R,90994,172557,4940,268491,FALSE,TRUE,86503,-76623,8055,0.3389,0.6427,0.0184,-0.3038,-0.3000,-0.0038,285007.0000,0.9421
Louisiana,LA-4,LA,4,R+13,Mike Johnson,R,72934,139326,4612,216872,FALSE,TRUE,71004,-61780,6506,0.3363,0.6424,0.0213,-0.3061,-0.2400,-0.0661,318392.0000,0.6811
Tennessee,TN-4,TN,4,R+20,Scott DesJarlais,R,78065,147323,7063,232451,FALSE,TRUE,76321,-62195,6974,0.3358,0.6338,0.0304,-0.2979,-0.4090,0.1111,278304.0000,0.8352
Ohio,OH-8,OH,8,R+17,Warren Davidson,R,87281,173852,0,261133,FALSE,TRUE,86571,-86571,7834,0.3342,0.6658,0.0000,-0.3315,-0.3430,0.0115,345230.0000,0.7564
Tennessee,TN-2,TN,2,R+20,Tim Burchett,R,86668,172856,2609,262133,FALSE,TRUE,88797,-83579,7864,0.3306,0.6594,0.0100,-0.3288,-0.3520,0.0232,292087.0000,0.8974
Oklahoma,OK-4,OK,4,R+20,Tom Cole,R,78088,149227,9323,236638,FALSE,TRUE,80462,-61816,7099,0.3300,0.6306,0.0394,-0.3006,-0.3720,0.0714,295464.0000,0.8009
Florida,FL-1,FL,1,R+22,Matt Gaetz,R,106199,216189,0,322388,FALSE,TRUE,109990,-109990,9672,0.3294,0.6706,0.0000,-0.3412,-0.3930,0.0518,380098.0000,0.8482
Indiana,IN-6,IN,6,R+18,Greg Pence,R,79430,154260,8036,241726,FALSE,TRUE,82866,-66794,7252,0.3286,0.6382,0.0332,-0.3096,-0.4020,0.0924,302405.0000,1.0041
Missouri,MO-3,MO,3,R+18,Blaine Luetkemeyer,R,106589,211243,6776,324608,FALSE,TRUE,111430,-97878,9738,0.3284,0.6508,0.0209,-0.3224,-0.3900,0.0676,378693.0000,0.8572
Illinois,IL-18,IL,18,R+15,Darin LaHood,R,95486,195927,0,291413,FALSE,TRUE,100441,-100441,8742,0.3277,0.6723,0.0000,-0.3447,-0.2730,-0.0717,345450.0000,0.8436
Missouri,MO-4,MO,4,R+17,Vicky Hartzler,R,95968,190138,7210,293316,FALSE,TRUE,101380,-86960,8799,0.3272,0.6482,0.0246,-0.3211,-0.3580,0.0369,341135.0000,0.8598
Arkansas,AR-3,AR,3,R+19,Steve Womack,R,74952,148717,6039,229708,FALSE,TRUE,79804,-67726,6891,0.3263,0.6474,0.0263,-0.3211,-0.3140,-0.0071,292163.0000,0.7862
Florida,FL-2,FL,2,R+18,Neal Dunn,R,96233,199335,0,295568,FALSE,TRUE,103102,-103102,8867,0.3256,0.6744,0.0000,-0.3488,-0.3560,0.0072,354956.0000,0.8327
Mississippi,MS-1,MS,1,R+16,Trent Kelly,R,76601,158245,1675,236521,FALSE,TRUE,83319,-79969,7096,0.3239,0.6691,0.0071,-0.3452,-0.3300,-0.0152,310621.0000,0.7614
Florida,FL-4,FL,4,R+17,John Rutherford,R,123351,248420,9478,381249,FALSE,TRUE,134547,-115591,11437,0.3235,0.6516,0.0249,-0.3281,-0.2800,-0.0481,421712.0000,0.9041
Pennsylvania,PA-15,PA,15,R+20,Glenn Thompson,R,78327,165245,0,243572,FALSE,TRUE,86918,-86918,7307,0.3216,0.6784,0.0000,-0.3568,-0.4340,0.0772,308943.0000,0.7884
Tennessee,TN-7,TN,7,R+20,Mark Green,R,81661,170071,2652,254384,FALSE,TRUE,91062,-85758,7632,0.3210,0.6686,0.0104,-0.3475,-0.3900,0.0425,293684.0000,0.8662
Missouri,MO-6,MO,6,R+16,Sam Graves,R,97660,199796,7953,305409,FALSE,TRUE,110089,-94183,9162,0.3198,0.6542,0.0260,-0.3344,-0.3230,-0.0114,356840.0000,0.8559
Kansas,KS-1,KS,1,R+24,Roger Marshall,R,71558,153082,0,224640,FALSE,TRUE,81524,-81524,6739,0.3185,0.6815,0.0000,-0.3629,-0.4480,0.0851,265883.0000,0.8449
Kentucky,KY-1,KY,1,R+23,James Comer,R,78849,172167,0,251016,FALSE,TRUE,93318,-93318,7530,0.3141,0.6859,0.0000,-0.3718,-0.4850,0.1132,310384.0000,0.8087
Arkansas,AR-4,AR,4,R+17,Bruce Westerman,R,63984,136740,4168,204892,FALSE,TRUE,76924,-68588,6147,0.3123,0.6674,0.0203,-0.3551,-0.3280,-0.0271,270782.0000,0.7567
Kentucky,KY-2,KY,2,R+19,Brett Guthrie,R,79964,171700,5681,257345,FALSE,TRUE,97417,-86055,7720,0.3107,0.6672,0.0221,-0.3565,-0.3990,0.0425,324647.0000,0.7927
South Carolina,SC-3,SC,3,R+19,Jeff Duncan,R,70046,153338,2820,226204,FALSE,TRUE,86112,-80472,6786,0.3097,0.6779,0.0125,-0.3682,-0.3800,0.0118,283968.0000,0.7966
Alabama,AL-6,AL,6,R+26,Gary Palmer,R,85644,192542,142,278328,FALSE,TRUE,107040,-106756,8350,0.3077,0.6918,0.0005,-0.3841,-0.4380,0.0539,335943.0000,0.8285
Idaho,ID-1,ID,1,R+21,Russ Fulcher,R,96922,197719,20428,315069,FALSE,TRUE,121225,-80369,9452,0.3076,0.6275,0.0648,-0.3199,-0.3830,0.0631,359661.0000,0.8760
Ohio,OH-6,OH,6,R+16,Bill Johnson,R,76716,172774,0,249490,FALSE,TRUE,96058,-96058,7485,0.3075,0.6925,0.0000,-0.3850,-0.4230,0.0380,322137.0000,0.7745
Mississippi,MS-4,MS,4,R+21,Steven Palazzo,R,68787,152633,2312,223732,FALSE,TRUE,86158,-81534,6712,0.3075,0.6822,0.0103,-0.3748,-0.4110,0.0362,283455.0000,0.7893
Arizona,AZ-4,AZ,4,R+21,Paul Gosar,R,84521,188842,3672,277035,FALSE,TRUE,107993,-100649,8311,0.3051,0.6817,0.0133,-0.3766,-0.3940,0.0174,304185.0000,0.9107
Louisiana,LA-3,LA,3,R+20,Clay Higgins,R,74713,168263,2967,245943,FALSE,TRUE,96517,-90583,7378,0.3038,0.6842,0.0121,-0.3804,-0.3810,0.0006,343017.0000,0.7170
Oklahoma,OK-2,OK,2,R+24,Markwayne Mullin,R,65021,140451,10530,216002,FALSE,TRUE,85960,-64900,6480,0.3010,0.6502,0.0487,-0.3492,-0.5010,0.1518,271844.0000,0.7946
Tennessee,TN-8,TN,8,R+19,David Kustoff,R,74755,168030,5560,248345,FALSE,TRUE,98835,-87715,7450,0.3010,0.6766,0.0224,-0.3756,-0.3540,-0.0216,298758.0000,0.8313
Missouri,MO-7,MO,7,R+23,Billy Long,R,89190,196343,10922,296455,FALSE,TRUE,118075,-96231,8894,0.3009,0.6623,0.0368,-0.3614,-0.4550,0.0936,343078.0000,0.8641
Louisiana,LA-5,LA,5,R+15,Ralph Abraham,R,67118,149018,7810,223946,FALSE,TRUE,89710,-74090,6718,0.2997,0.6654,0.0349,-0.3657,-0.2940,-0.0717,323222.0000,0.6929
Wyoming,WY-AL,WY,AL,R+25,Liz Cheney,R,59903,127963,13379,201245,FALSE,TRUE,81439,-54681,6037,0.2977,0.6359,0.0665,-0.3382,-0.4630,0.1248,255849.0000,0.7866
Pennsylvania,PA-13,PA,13,R+22,John Joyce,R,74733,178533,0,253266,FALSE,TRUE,103800,-103800,7598,0.2951,0.7049,0.0000,-0.4098,-0.4550,0.0452,319516.0000,0.7927
Illinois,IL-15,IL,15,R+21,John Shimkus,R,74309,181294,5,255608,FALSE,TRUE,106990,-106980,7668,0.2907,0.7093,0.0000,-0.4186,-0.4620,0.0434,320524.0000,0.7975
Arkansas,AR-1,AR,1,R+17,Rick Crawford,R,57907,138757,4581,201245,FALSE,TRUE,85431,-76269,6037,0.2877,0.6895,0.0228,-0.4017,-0.3480,-0.0537,260716.0000,0.7719
Louisiana,LA-6,LA,6,R+19,Garret Graves,R,76716,186553,5256,268525,FALSE,TRUE,115093,-104581,8056,0.2857,0.6947,0.0196,-0.4090,-0.3410,-0.0680,353229.0000,0.7602
Tennessee,TN-6,TN,6,R+24,John Rose,R,70370,172810,5560,248740,FALSE,TRUE,108000,-96880,7462,0.2829,0.6947,0.0224,-0.4118,-0.4880,0.0762,299210.0000,0.8313
Texas,TX-36,TX,36,R+26,Brian Babin,R,60908,161048,0,221956,FALSE,TRUE,100140,-100140,6659,0.2744,0.7256,0.0000,-0.4512,-0.4650,0.0138,255510.0000,0.8687
Utah,UT-3,UT,3,R+25,John Curtis,R,70686,174856,13316,258858,FALSE,TRUE,117486,-90854,7766,0.2731,0.6755,0.0514,-0.4024,-0.2390,-0.1634,289925.0000,0.8928
Louisiana,LA-1,LA,1,R+24,Steve Scalise,R,71521,192555,5249,269325,FALSE,TRUE,126283,-115785,8080,0.2656,0.7150,0.0195,-0.4494,-0.4220,-0.0274,354783.0000,0.7591
Texas,TX-1,TX,1,R+25,Louie Gohmert,R,61263,168165,3292,232720,FALSE,TRUE,110194,-103610,6982,0.2632,0.7226,0.0141,-0.4594,-0.4660,0.0066,264551.0000,0.8797
